Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-29 23:57:43.878,114296.0,0.001,BTCUSDT
2025-09-29 23:57:43.878,114296.0,0.001,BTCUSDT
2025-09-29 23:57:43.878,114296.0,0.174,BTCUSDT
2025-09-29 23:57:43.878,114296.1,0.057,BTCUSDT
2025-09-29 23:57:43.878,114296.2,0.001,BTCUSDT
2025-09-29 23:57:43.878,114296.2,0.001,BTCUSDT
2025-09-29 23:57:43.878,114296.2,0.035,BTCUSDT
2025-09-29 23:57:43.878,114296.2,0.001,BTCUSDT
2025-09-29 23:57:43.878,114296.3,0.001,BTCUSDT
2025-09-29 23:57:43.878,114296.4,0.001,BTCUSDT
2025-09-29 23:57:43.878,114296.4,0.002,BTCUSDT
2025-09-29 23:57:43.878,114296.4,0.002,BTCUSDT
2025-09-29 23:57:43.878,114296.5,0.001,BTCUSDT
2025-09-29 23:57:43.878,114296.7,0.002,BTCUSDT
2025-09-29 23:57:43.878,114296.8,0.002,BTCUSDT
2025-09-29 23:57:43.878,114297.0,0.002,BTCUSDT
2025-09-29 23:57:43.878,114297.0,0.002,BTCUSDT
2025-09-29 23:57:43.878,114297.0,0.385,BTCUSDT
2025-09-29 23:57:43.878,114297.0,0.161,BTCUSDT
2025-09-29 23:57:43.878,114297.1,0.032,BTCUSDT
2025-09-29 23:57:43.878,114297.1,0.01,BTCUSDT
2025-09-29 23:57:43.878,114297.2,0.001,BTCUSDT
2025-09-29 23:57:43.878,114297.2,0.985,BTCUSDT
2025-09-29 23:57:43.878,114297.3,0.016,BTCUSDT
2025-09-29 23:57:43.878,114297.4,0.001,BTCUSDT
2025-09-29 23:57:43.878,114297.4,0.002,BTCUSDT
2025-09-29 23:57:43.878,114297.4,0.137,BTCUSDT
2025-09-29 23:57:43.878,114297.5,0.002,BTCUSDT
2025-09-29 23:57:43.878,114297.5,1.313,BTCUSDT
2025-09-29 23:57:43.878,114297.5,2.151,BTCUSDT
2025-09-29 23:57:43.878,114297.5,0.002,BTCUSDT
2025-09-29 23:57:43.878,114297.5,1.0,BTCUSDT
2025-09-29 23:57:43.878,114297.6,0.002,BTCUSDT
2025-09-29 23:57:43.878,114297.6,1.313,BTCUSDT
2025-09-29 23:57:43.878,114297.7,0.001,BTCUSDT
2025-09-29 23:57:43.878,114297.9,0.003,BTCUSDT
2025-09-29 23:57:43.878,114297.9,0.184,BTCUSDT
2025-09-29 23:57:43.878,114298.0,0.002,BTCUSDT
2025-09-29 23:57:43.878,114298.0,0.038,BTCUSDT
2025-09-29 23:57:43.878,114298.1,0.001,BTCUSDT
2025-09-29 23:57:43.878,114298.2,0.001,BTCUSDT
2025-09-29 23:57:43.878,114298.2,0.002,BTCUSDT
2025-09-29 23:57:43.878,114298.2,0.002,BTCUSDT
2025-09-29 23:57:43.878,114298.3,0.002,BTCUSDT
2025-09-29 23:57:43.878,114298.4,0.004,BTCUSDT
2025-09-29 23:57:43.878,114298.5,0.001,BTCUSDT
2025-09-29 23:57:43.878,114298.5,0.385,BTCUSDT
2025-09-29 23:57:43.878,114298.6,0.477,BTCUSDT
2025-09-29 23:57:43.878,114298.6,0.04,BTCUSDT
2025-09-29 23:57:43.878,114298.6,0.005,BTCUSDT
2025-09-29 23:57:43.878,114298.8,0.002,BTCUSDT
2025-09-29 23:57:43.878,114298.8,0.001,BTCUSDT
2025-09-29 23:57:43.878,114298.8,1.313,BTCUSDT
2025-09-29 23:57:43.878,114298.8,0.337,BTCUSDT
2025-09-29 23:57:43.878,114298.9,0.262,BTCUSDT
2025-09-29 23:57:43.878,114299.0,0.01,BTCUSDT
2025-09-29 23:57:43.878,114299.0,0.087,BTCUSDT
2025-09-29 23:57:43.878,114299.2,0.056,BTCUSDT
2025-09-29 23:57:43.878,114299.3,0.002,BTCUSDT
2025-09-29 23:57:43.878,114299.3,0.104,BTCUSDT
2025-09-29 23:57:43.878,114299.4,0.002,BTCUSDT
2025-09-29 23:57:43.878,114299.4,0.001,BTCUSDT
2025-09-29 23:57:43.878,114299.5,0.001,BTCUSDT
2025-09-29 23:57:43.878,114299.5,0.001,BTCUSDT
2025-09-29 23:57:43.878,114299.5,0.001,BTCUSDT
2025-09-29 23:57:43.878,114299.5,0.048,BTCUSDT
2025-09-29 23:57:43.878,114299.5,0.077,BTCUSDT
2025-09-29 23:57:43.878,114299.5,0.008,BTCUSDT
2025-09-29 23:57:43.878,114299.5,0.121,BTCUSDT
2025-09-29 23:57:43.878,114299.7,0.08,BTCUSDT
2025-09-29 23:57:43.878,114299.7,0.04,BTCUSDT
2025-09-29 23:57:43.878,114299.8,0.001,BTCUSDT
2025-09-29 23:57:43.878,114299.8,0.002,BTCUSDT
2025-09-29 23:57:43.878,114299.9,0.002,BTCUSDT
2025-09-29 23:57:43.878,114299.9,0.001,BTCUSDT
2025-09-29 23:57:43.878,114299.9,0.001,BTCUSDT
